iteration,set,subset,amount
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1668
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,96686
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=3; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,11
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56649
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1868
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98131
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,11
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98131
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98131
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98131
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98131
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,95374
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,90516
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1666
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,90459
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,203
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=4; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56644
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1865
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98134
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98134
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98134
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98134
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98134
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,97688
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,93681
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1697
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,89756
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,169
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=5; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,58328
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,92437
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,92437
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,92437
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,92437
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,92437
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,92179
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,91614
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,7563
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=6; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,1
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56300
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98308
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98308
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98308
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98308
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98308
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,97966
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,97369
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1692
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,88970
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=7; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,11
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56392
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98322
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,11
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98322
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98322
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98322
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98322
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,98185
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,97598
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1678
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,85866
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=8; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56373
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98313
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98313
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98313
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98313
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98313
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,91497
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,90737
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1687
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,89599
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=9; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,10
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56325
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98315
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,10
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98315
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98315
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98315
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98315
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,97661
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,96901
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1685
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,96289
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=10; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,11
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56331
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98335
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,11
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98335
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98237
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98237
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98237
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotGrounds,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,inBis:grounds,97818
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR2,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR3,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR4,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR5,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotR6,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R1,CnotBi,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotGrounds,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,inBis:grounds,95646
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR2,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR3,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR4,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR5,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotR6,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R2,CnotBi,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,AnotBi:lost,1665
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotGrounds,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,inBis:grounds,85315
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR2,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR3,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR4,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR5,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotR6,0
i=11; date: Sa 27. Jan 18:22:38 CET 2024,R3,CnotBi,0
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notA,0
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W1,AnotBi:lost,56337
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W2,AnotBi:lost,1683
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W2,inBis:grounds,98317
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W1,W1notW3,0
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W3,AnotBi:lost,1683
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W3,inBis:grounds,98317
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W4,AnotBi:lost,1683
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W4,inBis:grounds,98317
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W5,AnotBi:lost,1683
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W5,inBis:grounds,98317
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W6,AnotBi:lost,1683
i=12; date: Sa 27. Jan 18:22:38 CET 2024,W6,inBis:grounds,98317
i=12; date: Sa 27. Jan 18:22:38 CET 2024,R1,AnotBi:lost,1683
