iteration,set,subset,amount
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,R2notW1,54649
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,R2andW1,42336
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,R2notW2,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,R2andW2,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W4,R2andW4,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W5,R2andW5,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W6,R2andW6,96985
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,R3notW1,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W1,R3andW1,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,R3notW2,0
i=18; date: So 28. Jan 17:18:10 CET 2024,W2,R3andW2,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W4,R3andW4,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W5,R3andW5,91810
i=18; date: So 28. Jan 17:18:10 CET 2024,W6,R3andW6,91810
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R1notW1,54629
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R1andW1,43638
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R1notW2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R1andW2,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R1andW3,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R1andW3,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W4,R1andW4,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W5,R1andW5,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W6,R1andW6,98267
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R2notW1,54562
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R2andW1,42934
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R2notW2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R2andW2,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W4,R2andW4,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W5,R2andW5,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W6,R2andW6,97496
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R3notW1,0
i=19; date: So 28. Jan 17:18:10 CET 2024,W1,R3andW1,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R3notW2,0
i=19; date: So 28. Jan 17:18:10 CET 2024,W2,R3andW2,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W4,R3andW4,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W5,R3andW5,89546
i=19; date: So 28. Jan 17:18:10 CET 2024,W6,R3andW6,89546
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R1notW1,54685
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R1andW1,43540
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R1notW2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R1andW2,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R1andW3,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R1andW3,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W4,R1andW4,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W5,R1andW5,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W6,R1andW6,98225
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R2notW1,54626
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R2andW1,42802
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R2notW2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R2andW2,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R2andW3,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W4,R2andW4,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W5,R2andW5,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W6,R2andW6,97428
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R3notW1,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W1,R3andW1,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R3notW2,0
i=20; date: So 28. Jan 17:18:10 CET 2024,W2,R3andW2,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W3,R3andW3,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W4,R3andW4,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W5,R3andW5,91104
i=20; date: So 28. Jan 17:18:10 CET 2024,W6,R3andW6,91104
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54712
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43462
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98174
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54705
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,42665
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97370
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=2; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,93045
i=2; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,93045
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54620
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,33587
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,88207
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54613
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,33074
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,87687
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=3; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,86961
i=3; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,86961
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54674
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43544
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98218
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54670
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,42915
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97585
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=4; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,94616
i=4; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,94616
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54689
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43391
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98080
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54673
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,42699
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97372
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=5; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,93529
i=5; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,93529
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,51001
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,36310
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,87311
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,50933
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,35714
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,86647
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=6; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,85393
i=6; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,85393
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,48859
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,11829
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,48859
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,11829
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=7; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=7; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,60688
i=7; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,60688
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54601
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,40507
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,95108
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54545
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,37619
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=8; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=8; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,92164
i=8; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,92164
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54619
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43648
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98267
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54617
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,43121
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97738
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=9; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=9; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,95047
i=9; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,95047
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54657
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43040
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,97697
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54655
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,42427
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97082
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=10; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=10; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,92863
i=10; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,92863
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54692
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43586
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98278
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54690
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,43028
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97718
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
i=11; date: Di 30. Jan 17:31:50 CET 2024,W1,R3andW1,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R3notW2,0
i=11; date: Di 30. Jan 17:31:50 CET 2024,W2,R3andW2,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W3,R3andW3,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W4,R3andW4,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W5,R3andW5,90013
i=11; date: Di 30. Jan 17:31:50 CET 2024,W6,R3andW6,90013
i=12; date: Di 30. Jan 17:31:50 CET 2024,W1,R1notW1,54726
i=12; date: Di 30. Jan 17:31:50 CET 2024,W1,R1andW1,43518
i=12; date: Di 30. Jan 17:31:50 CET 2024,W2,R1notW2,0
i=12; date: Di 30. Jan 17:31:50 CET 2024,W2,R1andW2,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W3,R1andW3,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W4,R1andW4,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W5,R1andW5,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W6,R1andW6,98244
i=12; date: Di 30. Jan 17:31:50 CET 2024,W1,R2notW1,54725
i=12; date: Di 30. Jan 17:31:50 CET 2024,W1,R2andW1,43082
i=12; date: Di 30. Jan 17:31:50 CET 2024,W2,R2notW2,0
i=12; date: Di 30. Jan 17:31:50 CET 2024,W2,R2andW2,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W3,R2andW3,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W4,R2andW4,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W5,R2andW5,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W6,R2andW6,97807
i=12; date: Di 30. Jan 17:31:50 CET 2024,W1,R3notW1,0
